Name,Team,Sport,num_medals
"Mark Semyonovich Rakita","Soviet Union",Fencing,4
"Ronald Rauhe",Germany,Canoeing,4
"Emil A. Rausch",Germany,Swimming,4
"Franco Riccardi",Italy,Fencing,4
"Annegret Richter (Irrgang-)","West Germany",Athletics,4
"Hilkka Maria Riihivuori-Kuntola",Finland,"Cross Country Skiing",4
"Melanie Jane Roche",Australia,Softball,4
"Massimiliano Edgar Rosolino",Italy,Swimming,4
"Jeffrey Norman "Jeff"" Rouse"","United States",Swimming,4
"Florian Georges Philippe Rousseau",France,Cycling,4
"Wilma Glodean Rudolph (-Ward, -Eldridge)","United States",Athletics,4
"Angela Marie Ruggiero","United States","Ice Hockey",4
"Inna Valeryevna Ryskal","Soviet Union",Volleyball,4
"Henri Julius Reverony Saint Cyr",Sweden,Equestrianism,4
"Vladimir Valeryevich Salnikov","Soviet Union",Swimming,4
"Ulla Salzgeber (Helbing-)",Germany,Equestrianism,4
"Arnzazu Isabel Mara "Arantxa"" Snchez Vicario"",Spain,Tennis,4
"Kaitlin Shea Sandeno (-Hogan)","United States",Swimming,4
"Summer Elisabeth Sanders (-Henderson, -Schlopy)","United States",Swimming,4
"Viktor Saneyev","Soviet Union",Athletics,4
"Salvatore Sanzo",Italy,Fencing,4
"Ole Andreas Sther",Norway,Shooting,4
"Giovanni Scalzo",Italy,Fencing,4
"Norbert "Norb"" Schemansky"","United States",Weightlifting,4
"Adrie "Ard"" Schenk"",Netherlands,"Speed Skating",4
"Marlies Schild (-Raich)",Austria,"Alpine Skiing",4
"Jessicah Lee "Jess"" Schipper"",Australia,Swimming,4
"Gregor Schlierenzauer",Austria,"Ski Jumping",4
"Jennifer Lynn "Jenny"" Schmidgall-Potter"","United States","Ice Hockey",4
"Ralf Schumann",Germany,Shooting,4
"Ildik Schwarczenberger-Tordasi (-Kovcs)",Hungary,Fencing,4
"Teemu Ilmari Selnne",Finland,"Ice Hockey",4
"Alessandra Sensini",Italy,Sailing,4
"Hrant Shahinyan","Soviet Union",Gymnastics,4
"Nataliya Vitalyevna Shaposhnikova (-Sut)","Soviet Union",Gymnastics,4
"Sergey Aleksandrovich Sharikov",Russia,Fencing,4
"Vitaly Venediktovich Shcherbo",Belarus,Gymnastics,4
"Yelena Lvovna Shushunova","Soviet Union",Gymnastics,4
"Udham Singh Kular",India,Hockey,4
"Yury Fyodorovich Sisikin","Soviet Union",Fencing,4
"Karl Ragnar Skanker (Eriksson-)",Sweden,Shooting,4
"Gudbrand Gudbrandsen Skatteboe",Norway,Shooting,4
"Julius Ferninand Skutnabb",Finland,"Speed Skating",4
"Vladimir Mikhaylovich Smirnov",Kazakhstan,"Cross Country Skiing",4
"Donat Acklin",Switzerland-1,Bobsleigh,4
"Rebecca "Becky"" Adlington"","Great Britain",Swimming,4
"Carlo Agostoni Faini",Italy,Fencing,4
"Nobuyuki Aihara",Japan,Gymnastics,4
"Simon Ammann",Switzerland,"Ski Jumping",4
"Viktor An","South Korea","Short Track Speed Skating",4
"Viktor An",Russia,"Short Track Speed Skating",4
"Tobias Angerer",Germany,"Cross Country Skiing",4
"Carmelo Kyan Anthony","United States",Basketball,4
"Nataliya Nikolayevna Antyukh",Russia,Athletics,4
"Katrin Apel",Germany,Biathlon,4
"Rodica Arba-Pucatu",Romania,Rowing,4
"Tatyana Borisovna Averina-Barabash","Soviet Union","Speed Skating",4
"Luciana Paula "Lucha"" Aymar"",Argentina,Hockey,4
"Albert Azaryan","Soviet Union",Gymnastics,4
"Christina Wilhelmina "Stien"" Baas-Kaiser"",Netherlands,"Speed Skating",4
"Eric Natanael Backman",Sweden,Athletics,4
"Walter Thane Baker","United States",Athletics,4
"Bronte Amelia Arnold Barratt",Australia,Swimming,4
"Gregory Mark "Greg"" Barton"","United States",Canoeing,4
"Grgory Benot Baug",France,Cycling,4
"Bruce Robert Baumgartner","United States",Wrestling,4
"Francis Joseph Edmund "Frank"" De Beaurepaire"",Australia,Swimming,4
"ric Bdard",Canada,"Short Track Speed Skating",4
"Ludger Beerbaum",Germany,Equestrianism,4
"Matthias Behr","West Germany",Fencing,4
"Kenenisa Bekele Beyecha",Ethiopia,Athletics,4
"Mireia Belmonte Garca",Spain,Swimming,4
"Sergey Aleksandrovich Belov","Soviet Union",Basketball,4
"Robert Earl "Bob"" Bennett"","United States",Swimming,4
"Laura Kay Berg","United States",Softball,4
"Tora Berger (-Tveldal)",Norway,Biathlon,4
"David Charles "Dave"" Berkoff"","United States",Swimming,4
"Alain Andr Louis Edmond Bernard",France,Swimming,4
"Marcello Bertinetti",Italy,Fencing,4
"Edwin "Teddy"" Billington"","United States",Cycling,4
"Dmitry Vladimirovich Bilozerchev","Soviet Union",Gymnastics,4
"Suzanne Brigit "Sue"" Bird"","United States",Basketball,4
"Yohan Blake",Jamaica,Athletics,4
"Francina Elsje "Fanny"" Blankers-Koen"",Netherlands,Athletics,4
"Kay Bluhm",Germany,Canoeing,4
"Nina Antonivna Bocharova","Soviet Union",Gymnastics,4
"Andrs Bodnr",Hungary,"Water Polo",4
"Andrea Bod-Molnr",Hungary,Gymnastics,4
"Svetlana Leonidovna Boginskaya","Soviet Union",Gymnastics,4
"Ato Jabari Boldon","Trinidad and Tobago",Athletics,4
"Gustaf Adolf Boltenstern, Jr.",Sweden,Equestrianism,4
"Beniamino Bonomi",Italy,Canoeing,4
"Gustavo Frana Borges",Brazil,Swimming,4
"Eva Boskov-Vchtov (-Hlavkov)",Czechoslovakia,Gymnastics,4
"Jennifer Lori Botterill",Canada,"Ice Hockey",4
"Gatan T. Boucher",Canada,"Speed Skating",4
"David Alasdair Boudia","United States",Diving,4
"George Thomas Breen","United States",Swimming,4
"Christina Brehmer-Lathan","East Germany",Athletics,4
"Hallgeir Brenden",Norway,"Cross Country Skiing",4
"Valerie Ann Brisco-Hooks","United States",Athletics,4
"Christopher Deon "Chris"" Brown"",Bahamas,Athletics,4
"Vladimir Valeryevich Bure","Soviet Union",Swimming,4
"Michael Jay "Mike"" Burton"","United States",Swimming,4
"Mikhail Ivanovich Burtsev","Soviet Union",Fencing,4
"Alain (Ali-) Mimoun Ould Kacha",France,Athletics,4
"Antje Misersky-Harvey",Germany,Biathlon,4
"Magnus Hovdal Moan",Norway,"Nordic Combined",4
"Endre Molnr",Hungary,"Water Polo",4
"James Paul "Jim"" Montgomery"","United States",Swimming,4
"Thomas Morgenstern",Austria,"Ski Jumping",4
"Denny Morrison",Canada,"Speed Skating",4
"Kaija Marja Mustonen",Finland,"Speed Skating",4
"Paula Jean Myers-Pope","United States",Diving,4
"Aldo Nadi",Italy,Fencing,4
"Josef Carl Peter Neckermann","West Germany",Equestrianism,4
"Gary Malcolm Neiwand",Australia,Cycling,4
"Romeo Neri",Italy,Gymnastics,4
"Anders Peter Nielsen",Denmark,Shooting,4
"Elmer Konstantin Niklander",Finland,Athletics,4
"Michael Nikolay","East Germany",Gymnastics,4
"Stefan Nimke",Germany,Cycling,4
"Petter Northug, Jr.",Norway,"Cross Country Skiing",4
"Renzo Nostini",Italy,Fencing,4
"Igor Novikov","Soviet Union","Modern Pentathlon",4
"Marlies Oelsner-Ghr","East Germany",Athletics,4
"Stuart Peter O'Grady",Australia,Cycling,4
"Oh Seong-Ok","South Korea",Handball,4
"Bernd Olbricht","East Germany",Canoeing,4
"Penelope "Penny"" Oleksiak"",Canada,Swimming,4
"Anna Gunilla Olsson",Sweden,Canoeing,4
"Simone Osygus (-Brune)",Germany,Swimming,4
"Inna Volodymyrivna Osypenko-Radomska",Ukraine,Canoeing,4
"Ole stmo",Norway,Shooting,4
"Caroline Ouellette",Canada,"Ice Hockey",4
"Dimitrij Ovtcharov",Germany,"Table Tennis",4
"James Cleveland "Jesse"" Owens"","United States",Athletics,4
"Charles William "Charley"" Paddock"","United States",Athletics,4
"Pang Jiaying",China,Swimming,4
"Samuele Papi",Italy,Volleyball,4
"Park Seong-Hyeon","South Korea",Archery,4
"Park Tae-Hwan","South Korea",Swimming,4
"Mariya Valeryevna Paseka",Russia,Gymnastics,4
"Carlo Pavesi",Italy,Fencing,4
"Christie Patricia Pearce-Rampone","United States",Football,4
"Susan Jane "Sue"" Pedersen (-Pankey)"","United States",Swimming,4
"Istvn Pelle",Hungary,Gymnastics,4
"Alberto Pellegrino",Italy,Fencing,4
"Giovanni Pellielo",Italy,Shooting,4
"Ville Sakari Peltonen",Finland,"Ice Hockey",4
"Kieren John Perkins",Australia,Swimming,4
"Tatyana Dmitriyevna Petrenko-Samusenko","Soviet Union",Fencing,4
"Heather Petri","United States","Water Polo",4
"Roman Ivanovich Petrushenko",Belarus,Canoeing,4
"Nataliya Anatolyevna Petrusyova (-Komarova)","Soviet Union","Speed Skating",4
"Tibor Pzsa",Hungary,Fencing,4
"Pietro Piller Cottrer",Italy,"Cross Country Skiing",4
"Clarence Elmer "Bud"" Pinkston"","United States",Diving,4
"Matthew Clive Pinsent","Great Britain",Rowing,4
"Vincenzo Pinton",Italy,Fencing,4
"Joseph Pletinckx",Belgium,"Water Polo",4
"Yevgeny Viktorovich Plyushchenko",Russia,"Figure Skating",4
"Imre Polyk",Hungary,Wrestling,4
"Dimitrie Popescu",Romania,Rowing,4
"Aleksandr Vladimirovich Popov","Unified Team",Swimming,4
"Ramona Portwich",Germany,Canoeing,4
"Aleksey Ivanovich Voyevoda",Russia-1,Bobsleigh,4
"Neil Scott Walker","United States",Swimming,4
"Kerri Lee Walsh Jennings","United States-1","Beach Volleyball",4
"Natalie Anne Ward",Australia,Softball,4
"Jeremy Matthew Wariner","United States",Athletics,4
"Thomas Lars Wassberg",Sweden,"Cross Country Skiing",4
"Mary Alice Wayte (-Bradburne)","United States",Swimming,4
"Franziska Weber",Germany,Canoeing,4
"Andreas Wecker",Germany,Gymnastics,4
"Gustav Weder",Switzerland-1,Bobsleigh,4
"Karl Magnus Wegelius",Finland,Shooting,4
"Amanda Jo Weir (-Davis)","United States",Swimming,4
"Michael Vincent "Mike"" Wenden"",Australia,Swimming,4
"Hannelore "Hanni"" Wenzel (-Weirather)"",Liechtenstein,"Alpine Skiing",4
"Novlene Hilaire Williams-Mills",Jamaica,Athletics,4
"Alexander Sheldon "Alex"" Wilson"",Canada,Athletics,4
"Robert George "Bob"" Windle"",Australia,Swimming,4
"Hans Gnter Winkler",Germany,Equestrianism,4
"Arthur Stanley Wint",Jamaica,Athletics,4
"Dean Anthony Woods",Australia,Cycling,4
"Witold Woyda",Poland,Fencing,4
"Lyubov Ivanovna Yegorova",Russia,"Cross Country Skiing",4
"Anastasiya Nikolayevna Yermakova",Russia,"Synchronized Swimming",4
"Radiya Nikolayevna Yeroshina (-Nurgayeva)","Soviet Union","Cross Country Skiing",4
"Saori Yoshida",Japan,Wrestling,4
"Yordan Yovchev Yovchev",Bulgaria,Gymnastics,4
"Mariel Leigh Zagunis","United States",Fencing,4
"Yelena Mikhaylovna Zamolodchikova",Russia,Gymnastics,4
"Olga Alekseyevna Zaytseva (-Augustin)",Russia,Biathlon,4
"Zhang Jike",China,"Table Tennis",4
"Zhuang Yong",China,Swimming,4
"Aleksandr Yuryevich Zubkov",Russia-1,Bobsleigh,4
"Guy Montagu Butler","Great Britain",Athletics,4
"Franco Giorgio Cagnotto",Italy,Diving,4
"Wladimiro Calarese",Italy,Fencing,4
"Niccol Campriani",Italy,Shooting,4
"Joaqun Capilla Prez",Mexico,Diving,4
"Nathaniel John "Nate"" Cartmell"","United States",Athletics,4
"Gustav Casmir",Germany,Fencing,4
"Tamika Devonne Catchings","United States",Basketball,4
"Adriana Chelariu-Bazon",Romania,Rowing,4
"Chen Yibing",China,Gymnastics,4
"Vivian Jepkemoi Cheruiyot",Kenya,Athletics,4
"Choi Eun-Gyeong","South Korea","Short Track Speed Skating",4
"Julie Wu Chu","United States","Ice Hockey",4
"Edward "Ed"" Clancy"","Great Britain",Cycling,4
"Leslie Walter Claudius",India,Hockey,4
"Sebastian Newbold "Seb"" Coe"","Great Britain",Athletics,4
"Paul Ren Colas",France,Shooting,4
"Georgia V. Coleman (-Gilson)","United States",Diving,4
"Deborah Compagnoni",Italy,"Alpine Skiing",4
"James Brendan Bennet Connolly","United States",Athletics,4
"Margaret Joyce Cooper (-Badcock)","Great Britain",Swimming,4
"Iztok op",Slovenia,Rowing,4
"Lorraine Joyce Crapp (-Thurlow)",Australia,Swimming,4
"Sal Craviotto Rivero",Spain,Canoeing,4
"Ferenc Csipes",Hungary,Canoeing,4
"Elizabeth Alyse "Betty"" Cuthbert"",Australia,Athletics,4
"Eleanor Suzanne "Ellie"" Daniel (-Drye)"","United States",Swimming,4
"Tams Darnyi",Hungary,Swimming,4
"Bruce Oram Davidson","United States",Equestrianism,4
"Shani Earl Davis","United States","Speed Skating",4
"Victor Davis",Canada,Swimming,4
"Dominique Margaux Dawes (-Thompson)","United States",Gymnastics,4
"Marie Joseph "Raoul"" le Borgne de Boigne"",France,Shooting,4
"Bob Johannes Carolus de Jong",Netherlands,"Speed Skating",4
"Fernand Alphonse Marie Frdric de Montigny",Belgium,Fencing,4
"Teun Floris de Nooijer",Netherlands,Hockey,4
"John Thomas Devitt",Australia,Swimming,4
"Vasile Dba",Romania,Canoeing,4
"Wilfried Dietrich",Germany,Wrestling,4
"Tina Dietze",Germany,Canoeing,4
"William Harrison Dillard","United States",Athletics,4
"Pyrros Dimas",Greece,Weightlifting,4
"Ding Ning",China,"Table Tennis",4
"Madeline Jane "Maya"" DiRado"","United States",Swimming,4
"Darya Vladimirovna Domracheva",Belarus,Biathlon,4
"Jetze Doorman",Netherlands,Fencing,4
"Robert Jeffrey Dover","United States",Equestrianism,4
"Du Li",China,Shooting,4
"Charlotte Susan Jane Dujardin","Great Britain",Equestrianism,4
"Stephan Eberharter",Austria,"Alpine Skiing",4
"Brbel Eckert-Wckel","East Germany",Athletics,4
"Paul Bert Elvstrm",Denmark,Sailing,4
"Anthony Lee Ervin","United States",Swimming,4
"Srgio "Escadinha"" Dutra dos Santos"",Brazil,Volleyball,4
"Carlos Mauricio Espnola Lorenzo",Argentina,Sailing,4
"Frode Estil",Norway,"Cross Country Skiing",4
"Peter Maxwell Evans",Australia,Swimming,4
"Bernt Sverre Evensen",Norway,"Speed Skating",4
"Louis Antoine Smith","Great Britain",Gymnastics,4
"Michelle Marie Smith (-De Bruin)",Ireland,Swimming,4
"Doina Liliana Snep-Blan",Romania,Rowing,4
"ric Claude Franois Srecki",France,Fencing,4
"Ian David Stark","Great Britain",Equestrianism,4
"Mario Stecher",Austria,"Nordic Combined",4
"William Clark "Bill"" Steinkraus"","United States",Equestrianism,4
"Sten Einar Stensen",Norway,"Speed Skating",4
"Gillian "Jill"" Sterkel"","United States",Swimming,4
"Sharon Marie Stouder (-Clark)","United States",Swimming,4
"Klaus Sulzenbacher",Austria,"Nordic Combined",4
"Johan Rudolf Svensson",Sweden,Wrestling,4
"Bence Szab",Hungary,Fencing,4
"Gabriella Timea Szab",Hungary,Canoeing,4
"Istvn Szivs, Jr.",Hungary,"Water Polo",4
"Robert Blyth Tait","New Zealand",Equestrianism,4
"Jared Tallent",Australia,Athletics,4
"Luigi Tarantino",Italy,Fencing,4
"Sergey Petrovich Tarasov",Russia,Biathlon,4
"Diana Lurena Taurasi","United States",Basketball,4
"Angelo F. Taylor, Jr.","United States",Athletics,4
"Artur Borisovich Taymazov",Uzbekistan,Wrestling,4
"Einari Allan Tersvirta",Finland,Gymnastics,4
"Sergey Yuryevich Tetyukhin",Russia,Volleyball,4
"Fritz Thiedemann",Germany,Equestrianism,4
"Tian Liang",China,Diving,4
"Kimmo Samuel Timonen",Finland,"Ice Hockey",4
"Nestor Kallenpoika "Nestori"" Toivonen"",Finland,Shooting,4
"James Bruce Tomkins",Australia,Rowing,4
"Arnaud Pierre Armand Tournant",France,Cycling,4
"Birgit Treiber (-Beinroth)","East Germany",Swimming,4
"Pierre Trentin",France,Cycling,4
"Vladislav Aleksandrovich Tretyak","Soviet Union","Ice Hockey",4
"Laura Rebecca Trott (-Kenny)","Great Britain",Cycling,4
"Konstantinos "Kostas"" Tsiklitiras"",Greece,Athletics,4
"Olaf Karl Tufte",Norway,Rowing,4
"Cathy Ann Turner","United States","Short Track Speed Skating",4
"Wyomia Tyus (-Simburg)","United States",Athletics,4
"Frank Ullrich","East Germany",Biathlon,4
"Marius Daniel Urzic",Romania,Gymnastics,4
"Adam Joseph Van Koeverden",Canada,Canoeing,4
"George van Rossem",Netherlands,Fencing,4
"Peter William Vanderkaay","United States",Swimming,4
"Giorgio Vanzetta",Italy,"Cross Country Skiing",4
"Vyacheslav Petrovich Vedenin","Soviet Union","Cross Country Skiing",4
"Magdalena Johanna Maria "Marleen"" Veldhuis"",Netherlands,Swimming,4
"Cornelis Arie "Kees"" Verkerk"",Netherlands,"Speed Skating",4
"Tania Vicent",Canada,"Short Track Speed Skating",4
"Bjarte Engen Vik",Norway,"Nordic Combined",4
"Brenda Villa","United States","Water Polo",4
"Lasse Artturi Virn",Finland,Athletics,4
"Leendert "Leo"" Visser"",Netherlands,"Speed Skating",4
"Sabine Vlker",Germany,"Speed Skating",4
"Gennady Georgiyevich Volnov","Soviet Union",Basketball,4
"Susan Christina "Chris"" von Saltza (-Olmstead)"","United States",Swimming,4
"dn von Tersztynszky",Hungary,Fencing,4
"Zinaida Borisovna Voronina (Druzhinina-)","Soviet Union",Gymnastics,4
"Mohamed Muktar Jama "Mo"" Farah"","Great Britain",Athletics,4
"Ildik Farkasinszky-Bbis (Bbis-)",Hungary,Fencing,4
"Fritz Feierabend",Switzerland-1,Bobsleigh,4
"Birgit Fischer-Schmidt","East Germany",Canoeing,4
"John Joseph Flanagan","United States",Athletics,4
"Alfred Flatow",Germany,Gymnastics,4
"Ivar Formo",Norway,"Cross Country Skiing",4
"Martin Fourcade",France,Biathlon,4
"Frank "Frankie"" Fredericks"",Namibia,Athletics,4
"Ugo Frigerio",Italy,Athletics,4
"Jen Fuchs (-Fekete)",Hungary,Fencing,4
"Andrea Fuentes Fache",Spain,"Synchronized Swimming",4
"Francis "Frank"" Gailey"",Australia,Swimming,4
"Michael Riley "Mickey"" Galitzen"","United States",Diving,4
"Rossano Galtarossa",Italy,Rowing,4
"Mohamad Tlili ben Abdallah Gammoudi",Tunisia,Athletics,4
"Eleanor Agnes Garatti-Saville","United States",Swimming,4
"Mitchell Jay "Mitch"" Gaylord"","United States",Gymnastics,4
"Nikolaos P. Georgantas",Greece,Athletics,4
"va Grard-Novk",Hungary,Swimming,4
"Vanya Atanasova Gesheva (-Tsvetkova)",Bulgaria,Canoeing,4
"Drew Cameron Ginn",Australia,Rowing,4
"Martina Glagow-Beck",Germany,Biathlon,4
"Maxi Gnauck","East Germany",Gymnastics,4
"Driulys Gonzlez Morales",Cuba,Judo,4
"Gillis Emanuel Grafstrm",Sweden,"Figure Skating",4
"Maurice Greene","United States",Athletics,4
"Eugne Franois Grisot",France,Archery,4
"Kristina Nicole Groves",Canada,"Speed Skating",4
"Ingrid Gulbin-Engel-Krmer",Germany,Diving,4
"Guo Shuang",China,Cycling,4
"Sven Tomas Gustafson",Sweden,"Speed Skating",4
"Toini Gustafsson (Karvonen-, -Rnnlund)",Sweden,"Cross Country Skiing",4
"Torsten Ren Gutsche",Germany,Canoeing,4
"August Gttinger",Switzerland,Gymnastics,4
"Zsolt Gyulay",Hungary,Canoeing,4
"Georg Hackl",Germany,Luge,4
"Kosuke Hagino",Japan,Swimming,4
"Charles Archibald "Archie"" Hahn"","United States",Athletics,4
"Gary Wayne Hall, Sr.","United States",Swimming,4
"Charles Hamelin",Canada,"Short Track Speed Skating",4
"Sarah Kathryn Hammer (-Sparks)","United States",Cycling,4
"Hermann Hnggi",Switzerland,Gymnastics,4
"Tanya Victoria Harding",Australia,Softball,4
"Kristi Lee Harrower",Australia,Basketball,4
"Matti Antero Hautamki",Finland,"Ski Jumping",4
"Michael Steward "Mike"" Heath"","United States",Swimming,4
"Kathleen Joan Heddle",Canada,Rowing,4
"Jerme Alan "Jerry"" Heidenreich"","United States",Swimming,4
"Carl Marcus Joakim Hellner",Sweden,"Cross Country Skiing",4
"Andrea Henkel (-Burke)",Germany,Biathlon,4
"Thor Bernhard Henning",Sweden,Swimming,4
"Jean-Michel Henry",France,Fencing,4
"Georg Hettich",Germany,"Nordic Combined",4
"Olaf Heukrodt","East Germany",Canoeing,4
"Emilie-Joane Heymans",Canada,Diving,4
"Charles Buchanan "Charlie"" Hickcox"","United States",Swimming,4
"Harry Livingston Hillman, Jr.","United States",Athletics,4
"Pavol Hochschorner",Slovakia,Canoeing,4
"Peter Hochschorner",Slovakia,Canoeing,4
"Maria Hfl-Riesch",Germany,"Alpine Skiing",4
"Nancy Lynn Hogshead (-Makar)","United States",Swimming,4
"Peter Hol",Norway,Gymnastics,4
"Virginia Helen Antoinette Holgate-Leng (-Elliott)","Great Britain",Equestrianism,4
"Ji Holk",Czechoslovakia,"Ice Hockey",4
"Martin Hllwarth",Austria,"Ski Jumping",4
"Volodymyr Stepanovych Holubnychiy","Soviet Union",Athletics,4
"Dianne Mary Holum","United States","Speed Skating",4
"Ioni Olga Homeghi-Bularda",Romania,Rowing,4
"Katinka Hossz",Hungary,Swimming,4
"Andrew James Hoy",Australia,Equestrianism,4
"Clara Hughes",Canada,"Speed Skating",4
"Tetiana Kostiantynivna Hutsu","Unified Team",Gymnastics,4
"Kaori Icho",Japan,Wrestling,4
"Josefa Idem-Guerrini",Italy,Canoeing,4
"Yukio Iketani",Japan,Gymnastics,4
"Gza Imre",Hungary,Fencing,4
"Volmari Fritijof Iso-Hollo (Hollo-)",Finland,Athletics,4
"Sandra Raluca Izbaa",Romania,Gymnastics,4
"Lauren Elizabeth Jackson",Australia,Basketball,4
"Lszl Jeney",Hungary,"Water Polo",4
"Sren Marinus Jensen",Denmark,Wrestling,4
"Michael Duane Johnson","United States",Athletics,4
"Shawn Machel Johnson (-East)","United States",Gymnastics,4
"Cullen Andrew Jones","United States",Swimming,4
"Pierre Jonqures d'Oriola",France,Equestrianism,4
"Kara Lynn Joyce","United States",Swimming,4
"Michael Jung",Germany,Equestrianism,4
"Endre Kabos",Hungary,Fencing,4
"Ritva Marjatta Kajosmaa (Sakki-)",Finland,"Cross Country Skiing",4
"Zoltn Kammerer",Hungary,Canoeing,4
"Gyrgy Krpti",Hungary,"Water Polo",4
"Shigeru Kasamatsu",Japan,Gymnastics,4
"Kipchoge Hezekieh "Kip"" Keino"",Kenya,Athletics,4
"Rebecca D. "Becky"" Kellar (-Duke)"",Canada,"Ice Hockey",4
"Olha Hennadivna Kharlan",Ukraine,Fencing,4
"Yekaterina Anatolyevna Khodotovich-Karsten",Belarus,Rowing,4
"Lyudmila Iosifovna Khvedosyuk-Pinayeva","Soviet Union",Canoeing,4
"Ki Bo-Bae","South Korea",Archery,4
"Kerstin Kielga",Germany,Swimming,4
"Bjrn Kircheisen",Germany,"Nordic Combined",4
"Mark Kirchner",Germany,Biathlon,4
"Ivan Mikhaylovich Kizimov","Soviet Union",Equestrianism,4
"Hans-Joachim Klein",Germany,Swimming,4
"Saku Antero Koivu",Finland,"Ice Hockey",4
"Pavel Konstantinovich Kolchin","Soviet Union","Cross Country Skiing",4
"Gyrgy Kolonics",Hungary,Canoeing,4
"Ford Hiroshi Konno","United States",Swimming,4
"Sergey Viktorovich Koplyakov","Soviet Union",Swimming,4
"Robert Marek Korzeniowski",Poland,Athletics,4
"Ivica Kosteli",Croatia,"Alpine Skiing",4
"Daniel Steven Kowalski",Australia,Swimming,4
"Lyubov Vladimirovna Kozyreva-Baranova (-Vatina)","Soviet Union","Cross Country Skiing",4
"Alvin Christian "Al"" Kraenzlein"","United States",Athletics,4
